293,352
295,375
298,398
302,421
309,442
322,462
338,477
358,489
380,492
401,490
420,480
435,464
447,446
454,425
459,404
463,381
465,359
313,346
326,340
341,340
355,344
369,351
398,353
412,347
427,344
441,345
452,352
384,367
383,383
383,400
383,417
367,422
375,425
383,429
391,426
398,422
330,363
340,359
351,360
360,368
350,370
338,369
405,370
414,363
426,363
435,368
427,373
416,373
348,440
363,439
374,438
383,440
391,439
402,440
414,442
401,449
391,451
382,452
373,451
362,447
353,441
374,444
383,445
391,445
409,443
391,442
382,443
374,442
