286,340
288,362
290,385
294,407
302,429
314,448
331,463
350,474
372,479
394,476
414,466
430,451
442,432
449,411
454,390
458,367
459,345
304,323
314,315
327,312
341,314
355,321
389,321
403,315
418,314
431,318
440,327
371,342
371,358
371,373
371,389
357,397
364,401
371,404
379,401
386,399
321,347
330,347
340,347
350,349
340,353
330,353
394,351
404,350
414,351
423,352
414,357
404,356
339,422
353,419
364,417
372,418
380,417
391,419
405,423
392,431
381,434
372,434
364,433
353,430
345,423
364,423
372,424
380,423
399,424
380,423
372,424
364,423
