292,344
293,367
297,389
301,411
308,431
320,450
336,465
356,475
378,478
400,476
420,466
435,451
446,433
453,412
458,391
461,369
462,346
309,326
319,318
333,315
347,317
360,324
397,323
410,317
424,316
438,320
447,330
378,344
378,360
378,376
378,391
363,399
370,403
378,406
386,403
393,400
325,344
335,337
347,338
357,348
346,351
333,350
399,350
409,340
421,339
430,347
422,353
410,353
344,422
359,419
370,418
378,420
386,418
397,419
411,423
397,429
387,431
378,431
370,431
358,428
349,422
370,424
378,425
386,424
406,423
386,423
378,424
370,423
