287,345
289,367
292,389
296,410
303,431
315,451
331,468
350,481
372,485
393,481
413,469
429,452
440,433
447,412
452,390
456,368
456,346
302,324
312,315
325,313
339,315
352,321
385,321
399,316
414,314
427,318
438,327
368,341
369,357
369,373
369,388
356,397
362,401
370,404
377,401
384,398
319,344
327,338
339,339
348,347
338,349
326,349
391,348
401,340
412,340
421,346
413,351
401,351
342,427
352,421
362,417
370,419
378,417
388,421
400,428
389,440
378,446
370,446
361,445
351,440
348,428
362,426
370,426
378,426
393,428
378,431
370,432
362,431
