290,344
291,366
294,387
297,409
303,429
314,447
330,461
350,472
372,476
394,474
415,465
430,450
442,432
449,412
453,390
457,369
458,346
304,323
314,314
328,311
342,314
355,320
391,320
404,314
419,313
432,317
441,327
372,341
372,357
372,373
372,388
358,396
365,400
372,403
379,400
386,398
320,341
330,334
343,335
352,346
341,349
328,348
393,348
403,337
416,337
425,345
417,351
404,351
340,420
354,417
365,415
373,417
381,415
392,418
406,422
391,428
381,429
372,429
364,428
354,427
345,421
365,421
373,422
381,422
400,422
380,421
372,421
365,420
