495,249
502,271
510,293
516,315
526,336
542,352
563,364
587,372
613,370
638,362
657,346
673,329
682,308
685,285
683,259
680,235
678,211
504,220
511,204
527,194
545,191
563,193
588,184
604,175
622,172
639,175
652,187
580,203
583,217
586,230
590,244
577,263
585,264
594,265
601,261
608,257
529,222
537,213
548,210
558,214
550,218
539,221
605,204
614,196
624,195
633,200
626,203
616,204
568,310
577,297
588,288
596,289
604,286
617,290
631,298
620,306
609,310
600,312
591,314
579,314
574,308
589,297
597,296
606,294
624,298
606,300
598,302
589,303
