502,256
510,278
517,298
525,320
536,339
552,355
572,368
595,378
620,377
644,368
664,351
679,332
689,310
692,286
689,261
684,235
681,209
506,225
510,209
524,198
541,194
558,194
583,182
599,174
617,171
634,174
648,185
574,204
578,217
581,229
584,243
577,262
584,263
591,263
598,259
605,254
528,226
535,219
545,214
556,216
548,221
538,225
604,204
612,197
622,196
631,200
624,202
614,203
575,314
579,298
589,289
596,288
602,285
616,289
630,298
620,309
609,316
602,319
594,321
584,320
581,312
591,298
598,296
604,294
623,299
606,306
599,309
592,310
