493,248
500,270
508,292
514,314
524,335
540,351
560,363
584,372
611,370
636,363
655,348
671,330
680,309
683,286
681,261
678,236
676,212
503,219
511,203
526,194
543,191
561,192
587,183
603,176
620,173
637,176
649,187
579,203
582,217
584,230
588,244
576,262
584,264
592,264
600,261
606,256
527,222
535,213
546,210
556,214
548,218
537,221
604,205
612,197
622,196
631,200
624,203
615,205
568,310
576,297
586,288
594,289
603,286
615,290
629,298
618,306
607,310
598,313
590,314
579,314
574,308
588,296
596,296
604,294
622,299
605,300
596,302
588,303
