498,256
506,277
514,298
520,318
530,337
545,351
566,362
589,369
615,367
641,359
661,344
676,328
686,308
688,285
684,261
681,236
679,212
505,219
512,204
527,194
544,190
562,191
588,181
604,173
621,170
638,173
651,184
579,201
583,215
586,228
589,242
579,260
587,262
595,262
602,258
609,254
529,222
536,213
547,209
558,213
549,217
539,220
606,202
614,195
624,193
634,198
626,201
616,202
571,307
578,293
589,285
598,286
605,283
618,287
632,295
622,302
610,306
602,308
593,309
581,310
577,305
590,293
599,292
607,291
626,295
608,297
600,299
591,300
