572,260
576,286
583,311
590,336
602,357
622,374
649,384
677,392
703,395
728,391
751,380
770,365
781,344
786,319
787,292
788,266
787,240
599,224
613,212
631,207
651,208
669,215
703,215
719,206
737,204
754,207
768,218
690,233
693,246
695,260
697,274
678,292
688,295
698,296
707,294
715,291
623,242
634,235
648,234
660,241
648,245
635,246
713,240
724,231
737,230
749,237
739,242
726,242
659,333
674,323
687,319
698,320
707,318
721,321
735,330
723,338
711,341
701,342
690,341
676,338
666,333
688,328
699,329
708,328
729,330
709,330
700,330
689,330
