574,249
578,276
584,301
590,326
602,348
621,364
648,374
676,381
702,385
726,380
750,370
770,356
782,336
786,311
788,285
790,258
790,232
601,211
615,199
632,193
652,194
670,201
706,202
723,195
741,193
759,197
773,208
693,219
695,233
697,246
699,260
679,277
689,279
699,281
707,279
716,276
626,228
637,221
650,220
662,228
650,231
637,232
716,228
728,220
740,220
752,226
741,230
729,230
658,316
673,305
688,300
699,302
708,299
722,304
736,316
724,324
711,327
700,327
688,326
674,323
664,316
688,307
699,308
709,308
729,315
709,316
699,317
688,316
