577,245
580,271
584,297
590,322
600,345
619,363
645,375
673,383
700,387
725,384
750,373
769,360
781,339
786,314
788,288
791,262
792,236
603,210
617,197
635,191
655,193
672,201
709,203
725,195
744,195
762,199
775,211
694,221
695,234
696,246
697,260
677,277
687,280
697,282
706,280
714,277
627,228
639,220
652,220
664,229
651,232
638,232
717,230
729,222
743,222
754,229
743,234
730,233
657,318
672,306
685,300
696,303
706,301
721,306
735,320
722,328
708,329
698,330
686,329
672,325
663,317
686,308
697,309
707,309
729,319
707,319
697,319
686,318
