577,248
580,274
584,300
590,326
601,349
620,367
645,380
672,390
698,395
724,391
748,380
768,365
780,344
787,319
789,293
792,267
793,240
603,213
616,199
633,193
653,195
671,203
711,205
728,197
747,197
764,202
776,215
694,223
695,236
697,249
698,263
678,280
687,283
697,285
706,283
714,281
627,230
639,222
652,222
664,231
651,234
638,234
718,232
729,224
743,224
754,232
743,236
730,236
656,321
671,309
686,304
696,306
706,305
721,311
736,325
722,333
708,336
697,336
685,334
671,330
663,321
686,312
696,313
706,314
729,324
707,324
696,324
686,323
