251,197
251,212
254,227
257,242
262,256
271,269
283,280
296,288
312,291
327,287
340,278
351,268
360,256
365,242
369,227
372,212
373,197
263,185
271,180
280,179
290,181
299,184
324,185
333,181
343,180
352,180
360,185
312,195
312,205
312,216
312,226
301,233
306,235
312,237
318,235
323,233
274,197
281,192
289,192
295,198
288,199
280,199
328,198
334,192
342,192
348,197
342,199
335,199
290,251
298,247
306,246
312,247
318,246
326,248
335,251
326,260
318,264
312,265
306,264
297,260
294,251
306,252
312,252
318,252
331,252
318,254
312,255
306,254
