247,200
249,215
251,229
255,243
260,256
269,269
281,279
296,287
313,289
328,285
342,277
354,267
361,254
365,240
368,225
370,211
370,197
259,183
266,178
276,176
285,177
295,180
319,180
328,176
338,174
348,176
355,181
309,192
309,201
310,210
310,219
299,228
304,230
310,232
316,230
321,228
271,196
278,191
285,191
291,197
285,198
277,198
324,196
331,190
338,190
345,194
339,196
332,197
289,250
297,244
305,242
311,243
318,241
327,243
335,248
327,255
319,259
312,260
305,259
297,256
293,250
305,248
311,248
318,248
332,248
318,251
311,252
305,252
