252,197
253,213
255,228
259,243
264,258
272,272
284,284
299,293
315,296
331,293
344,284
355,273
362,259
367,244
370,229
373,213
374,198
264,187
273,182
283,182
293,184
302,188
326,189
335,185
345,183
355,184
363,189
315,198
315,209
315,220
315,231
303,236
309,239
315,241
321,239
326,237
276,199
283,194
291,195
298,201
291,202
283,201
330,202
337,196
345,195
351,200
345,202
338,202
292,255
300,250
308,248
315,250
322,249
330,251
339,255
331,265
322,270
315,270
308,269
299,264
296,256
308,254
315,254
322,254
335,256
322,260
315,261
308,260
