249,198
250,212
253,227
256,241
261,255
269,267
281,277
296,285
312,288
328,284
341,275
353,265
362,253
366,239
369,224
371,210
372,196
261,182
269,177
278,176
288,178
297,182
321,181
331,178
340,176
350,177
357,181
311,193
311,202
311,212
312,222
300,230
306,232
311,234
317,232
322,230
273,197
280,194
287,194
293,198
287,200
280,200
326,198
333,194
340,194
347,196
341,199
334,199
290,249
298,245
306,243
312,244
318,243
326,245
335,248
327,257
319,260
312,261
306,261
298,257
294,249
306,249
312,249
318,249
331,249
318,251
312,252
306,252
