538,160
542,181
545,202
549,223
558,243
573,258
592,270
612,281
634,283
654,276
674,260
691,244
704,225
710,203
710,180
707,155
704,132
546,141
554,130
566,124
581,125
594,132
626,127
639,117
653,112
669,114
680,123
613,151
614,163
616,175
617,187
600,197
610,199
621,201
631,197
640,192
565,158
574,154
583,153
593,156
584,159
574,160
638,151
646,145
656,143
665,144
658,149
648,151
590,231
601,220
613,215
622,216
632,213
645,215
659,221
648,235
635,243
625,245
615,245
602,241
596,229
613,223
623,223
633,221
653,222
633,228
623,230
613,230
