564,156
567,177
569,199
573,221
581,240
596,257
614,271
633,284
654,288
676,282
695,266
713,249
728,231
735,209
736,185
733,160
731,137
575,140
582,129
594,125
608,126
621,133
654,129
667,120
682,115
697,118
708,127
640,153
641,165
642,177
643,190
625,198
635,202
646,204
656,200
665,196
592,158
601,154
611,154
620,158
611,161
601,161
665,154
673,148
683,146
693,148
685,153
675,155
616,232
626,223
637,219
646,220
655,218
669,221
682,226
671,243
658,250
648,252
638,251
626,245
622,232
638,226
647,227
656,226
676,227
656,235
647,237
637,236
