603,163
604,185
606,207
608,230
615,250
629,268
645,284
663,300
684,306
707,301
727,286
746,269
762,250
771,228
774,203
774,177
774,152
613,152
621,140
633,136
648,138
660,146
694,145
708,137
723,133
738,137
749,147
678,168
678,182
678,195
678,208
660,215
669,219
679,222
690,219
700,216
629,169
638,166
648,167
657,172
648,174
637,173
703,171
712,165
722,165
732,167
724,172
713,173
649,247
659,240
670,237
678,239
687,238
700,242
714,248
702,264
688,270
678,271
669,269
659,262
656,248
670,248
678,249
687,248
708,248
687,253
678,253
670,252
