569,155
571,176
574,197
577,219
585,239
599,256
616,270
635,284
657,288
679,282
699,266
717,248
731,229
737,208
738,184
736,159
735,136
578,138
586,128
598,124
612,126
624,132
659,129
672,120
686,115
701,118
712,126
644,153
645,165
646,178
647,191
629,198
639,202
649,204
660,200
669,196
595,158
604,154
614,153
624,158
615,161
605,161
669,154
677,148
687,146
697,148
690,154
680,155
620,232
630,223
641,219
649,220
657,218
671,222
685,228
673,243
660,250
650,251
641,251
630,245
626,232
641,228
649,229
658,227
678,228
658,233
649,235
641,234
