236,163
235,186
235,209
236,233
241,255
250,275
264,292
281,304
301,311
322,309
343,300
363,289
377,272
387,251
393,229
398,207
402,184
251,141
260,127
275,121
291,124
304,132
334,135
349,130
366,132
380,141
386,156
317,154
316,168
314,182
313,197
297,209
303,212
310,215
318,214
325,213
268,158
276,153
286,154
296,160
285,162
275,162
336,166
346,162
356,164
364,171
355,172
345,171
281,247
291,238
301,235
309,238
317,236
327,242
335,253
324,260
314,261
305,261
297,259
288,256
286,246
300,241
308,243
316,243
330,252
315,252
307,252
299,250
