239,172
237,194
237,216
238,239
243,261
252,280
266,295
283,306
303,312
324,309
345,302
364,292
378,276
387,256
393,234
398,212
401,189
256,144
266,135
280,131
295,132
307,139
334,140
347,135
363,135
376,143
383,156
318,159
316,172
315,186
313,200
298,212
304,215
311,218
318,217
326,216
271,164
280,163
288,163
296,165
288,166
279,166
338,169
348,169
357,171
364,174
355,174
347,173
282,247
291,240
301,238
309,241
318,239
328,244
337,254
326,260
316,261
306,261
297,259
289,255
286,246
300,244
308,245
317,245
332,253
317,253
308,252
299,250
