249,160
249,187
249,213
254,237
265,259
279,278
297,293
318,304
338,310
357,308
374,297
388,282
398,263
404,242
408,221
411,199
412,179
286,136
297,123
313,118
330,121
344,129
375,134
387,131
400,132
409,140
411,154
360,153
361,167
362,180
363,195
341,207
348,210
357,213
363,212
369,211
305,155
314,152
324,153
332,158
323,159
314,158
372,165
382,163
390,165
395,170
389,171
380,169
320,244
333,235
346,233
353,236
360,236
367,241
369,254
363,260
355,261
348,260
340,258
330,254
326,244
344,240
352,241
358,242
365,252
357,251
350,251
343,249
