257,159
255,186
255,212
260,236
271,257
287,275
307,288
329,298
351,304
370,301
385,290
397,276
405,258
410,238
414,218
415,199
415,180
296,132
309,120
326,116
343,118
359,125
383,132
395,129
407,131
416,140
417,154
371,152
373,166
374,178
376,192
351,205
360,208
368,211
375,211
381,209
315,152
326,147
337,147
343,155
335,157
324,156
380,164
391,160
400,162
404,170
398,171
389,169
333,240
347,232
359,230
365,233
372,232
379,238
381,249
375,251
368,250
361,250
354,248
344,245
339,239
357,237
364,238
370,239
377,247
369,240
363,240
356,239
