260,158
259,185
259,210
263,234
274,255
290,272
309,286
330,296
352,303
371,302
387,293
400,280
409,263
414,243
418,223
420,203
420,184
301,130
314,117
330,114
347,117
361,125
389,132
400,129
412,132
420,141
420,155
375,152
376,165
378,177
380,191
354,203
363,207
371,210
378,210
383,209
320,149
330,144
341,145
347,154
339,155
329,154
383,164
395,159
404,161
407,170
402,171
393,169
333,238
348,230
360,229
367,232
375,231
382,238
383,251
378,254
370,253
362,252
355,250
344,246
339,238
359,235
366,237
373,238
379,249
372,245
364,244
357,242
