230,159
230,177
232,195
235,214
240,232
248,250
260,266
275,277
294,281
313,277
330,266
343,251
352,234
357,214
360,194
362,174
361,154
237,138
245,132
255,131
265,133
275,136
305,133
316,128
327,126
339,126
348,132
291,149
291,163
292,176
292,190
280,199
286,201
293,204
299,201
305,198
249,155
256,151
265,150
273,155
265,157
256,158
312,154
320,148
329,147
336,152
330,156
321,155
267,225
274,218
284,216
292,218
299,216
310,219
320,226
311,240
300,247
292,248
284,247
274,240
271,226
284,224
292,224
299,224
316,227
300,236
292,237
284,236
