231,161
230,178
233,195
236,213
240,230
248,247
261,260
277,270
296,273
315,269
333,260
346,246
354,230
359,211
361,192
362,172
361,153
237,140
244,134
254,132
264,133
274,137
304,134
316,129
327,126
338,126
348,132
291,149
291,163
291,177
291,191
280,198
286,201
292,203
299,200
305,197
249,156
256,151
265,150
273,155
264,157
256,158
312,153
320,147
329,147
336,151
329,155
321,155
267,221
276,216
285,215
292,216
300,215
310,217
321,221
311,231
301,236
293,237
285,236
276,231
272,222
285,222
292,223
300,222
316,222
300,227
293,227
285,226
